Mod:Item:MetaData, Localized Name
gregtech:gt.blockcasings3:8, Frost Hazard Sign Block
gregtech:gt.blockcasings3:9, Noise Hazard Sign Block
gregtech:gt.blockcasings3:10, Grate Casing
gregtech:gt.blockcasings3:11, Vent Casing
gregtech:gt.blockcasings3:12, Radiation Proof Casing
gregtech:gt.blockcasings3:13, Bronze Firebox Casing
gregtech:gt.blockcasings3:14, Steel Firebox Casing
gregtech:gt.blockcasings3:15, Tungstensteel Firebox Casing
gregtech:gt.blockcasings4:0, Robust Tungstensteel Casing
gregtech:gt.blockcasings4:1, Clean Stainless Steel Casing
gregtech:gt.blockcasings4:2, Stable Titanium Casing
gregtech:gt.blockcasings4:3, Titanium Firebox Casing
gregtech:gt.blockcasings4:4, Fusion Casing
gregtech:gt.blockcasings4:5, Fusion Casing
gregtech:gt.blockcasings4:6, Fusion Casing
gregtech:gt.blockcasings4:7, Fusion Coil
gregtech:gt.blockcasings4:8, Fusion Casing MK II
gregtech:gt.blockcasings4:9, Turbine Casing
gregtech:gt.blockcasings4:10, Stainless Steel Turbine Casing
gregtech:gt.blockcasings4:11, Titanium Turbine Casing
gregtech:gt.blockcasings4:12, Tungstensteel Turbine Casing
gregtech:gt.blockcasings4:13, Engine Intake Casing
gregtech:gt.blockcasings4:14, gt.blockcasings4.14.name
gregtech:gt.blockcasings4:15, gt.blockcasings4.15.name
gregtech:gt.blockcasings5:0, Cupronickel Coil Block
gregtech:gt.blockcasings5:1, Kanthal Coil Block
gregtech:gt.blockcasings5:2, Nichrome Coil Block
gregtech:gt.blockcasings5:3, Tungstensteel Coil Block
gregtech:gt.blockcasings5:4, HSS-G Coil Block
gregtech:gt.blockcasings5:5, Naquadah Coil Block
gregtech:gt.blockcasings5:6, Naquadah Alloy Coil Block
gregtech:gt.blockcasings5:7, gt.blockcasings5.7.name
gregtech:gt.blockcasings5:8, gt.blockcasings5.8.name
gregtech:gt.blockcasings5:9, gt.blockcasings5.9.name
gregtech:gt.blockcasings5:10, gt.blockcasings5.10.name
gregtech:gt.blockcasings5:11, gt.blockcasings5.11.name
gregtech:gt.blockcasings5:12, gt.blockcasings5.12.name
gregtech:gt.blockcasings5:13, gt.blockcasings5.13.name
gregtech:gt.blockcasings5:14, gt.blockcasings5.14.name
gregtech:gt.blockcasings5:15, gt.blockcasings5.15.name
gregtech:gt.blockgranites:0, Black Granite
gregtech:gt.blockgranites:1, Black Granite Cobblestone
gregtech:gt.blockgranites:2, Mossy Black Granite Cobblestone
gregtech:gt.blockgranites:3, Black Granite Bricks
gregtech:gt.blockgranites:4, Cracked Black Granite Bricks
gregtech:gt.blockgranites:5, Mossy Black Granite Bricks
gregtech:gt.blockgranites:6, Chiseled Black Granite
gregtech:gt.blockgranites:7, Smooth Black Granite
gregtech:gt.blockgranites:8, Red Granite
gregtech:gt.blockgranites:9, Red Granite Cobblestone
gregtech:gt.blockgranites:10, Mossy Red Granite Cobblestone
gregtech:gt.blockgranites:11, Red Granite Bricks
gregtech:gt.blockgranites:12, Cracked Red Granite Bricks
gregtech:gt.blockgranites:13, Mossy Red Granite Bricks
gregtech:gt.blockgranites:14, Chiseled Red Granite
gregtech:gt.blockgranites:15, Smooth Red Granite
gregtech:gt.blockconcretes:0, Dark Concrete
gregtech:gt.blockconcretes:1, Dark Concrete Cobblestone
gregtech:gt.blockconcretes:2, Mossy Dark Concrete Cobblestone
gregtech:gt.blockconcretes:3, Dark Concrete Bricks
gregtech:gt.blockconcretes:4, Cracked Dark Concrete Bricks
gregtech:gt.blockconcretes:5, Mossy Dark Concrete Bricks
gregtech:gt.blockconcretes:6, Chiseled Dark Concrete
gregtech:gt.blockconcretes:7, Smooth Dark Concrete
gregtech:gt.blockconcretes:8, Light Concrete
gregtech:gt.blockconcretes:9, Light Concrete Cobblestone
gregtech:gt.blockconcretes:10, Mossy Light Concrete Cobblestone
gregtech:gt.blockconcretes:11, Light Concrete Bricks
gregtech:gt.blockconcretes:12, Cracked Light Concrete Bricks
gregtech:gt.blockconcretes:13, Mossy Light Concrete Bricks
gregtech:gt.blockconcretes:14, Chiseled Light Concrete
gregtech:gt.blockconcretes:15, Smooth Light Concrete
gregtech:gt.blockstones:0, Marble
gregtech:gt.blockstones:1, Marble Cobblestone
gregtech:gt.blockstones:2, Mossy Marble Cobblestone
gregtech:gt.blockstones:3, Marble Bricks
gregtech:gt.blockstones:4, Cracked Marble Bricks
gregtech:gt.blockstones:5, Mossy Marble Bricks
gregtech:gt.blockstones:6, Chiseled Marble
gregtech:gt.blockstones:7, Smooth Marble
gregtech:gt.blockstones:8, Basalt
gregtech:gt.blockstones:9, Basalt Cobblestone
gregtech:gt.blockstones:10, Mossy Basalt Cobblestone
gregtech:gt.blockstones:11, Basalt Bricks
gregtech:gt.blockstones:12, Cracked Basalt Bricks
gregtech:gt.blockstones:13, Mossy Basalt Bricks
gregtech:gt.blockstones:14, Chiseled Basalt
gregtech:gt.blockstones:15, Smooth Basalt
gregtech:gt.blockores.0:0, Aluminium Ore
gregtech:gt.blockores.0:1, Aluminium Ore
gregtech:gt.blockores.0:2, Aluminium Ore
gregtech:gt.blockores.0:3, Aluminium Ore
gregtech:gt.blockores.0:4, Aluminium Ore
gregtech:gt.blockores.0:5, Aluminium Ore
gregtech:gt.blockores.0:6, Aluminium Ore
gregtech:gt.blockores.0:7, Americium Ore
gregtech:gt.blockores.0:8, Americium Ore
gregtech:gt.blockores.0:9, Americium Ore
gregtech:gt.blockores.0:10, Americium Ore
gregtech:gt.blockores.0:11, Americium Ore
gregtech:gt.blockores.0:12, Americium Ore
gregtech:gt.blockores.0:13, Americium Ore
gregtech:gt.blockores.1:0, Small Aluminium Ore
gregtech:gt.blockores.1:1, Small Aluminium Ore
gregtech:gt.blockores.1:2, Small Aluminium Ore
gregtech:gt.blockores.1:3, Small Aluminium Ore
gregtech:gt.blockores.1:4, Small Aluminium Ore
gregtech:gt.blockores.1:5, Small Aluminium Ore
gregtech:gt.blockores.1:6, Small Aluminium Ore
gregtech:gt.blockores.1:7, Small Americium Ore
gregtech:gt.blockores.1:8, Small Americium Ore
gregtech:gt.blockores.1:9, Small Americium Ore
gregtech:gt.blockores.1:10, Small Americium Ore
gregtech:gt.blockores.1:11, Small Americium Ore
gregtech:gt.blockores.1:12, Small Americium Ore
gregtech:gt.blockores.1:13, Small Americium Ore
gregtech:gt.blockores.2:0, Antimony Ore
gregtech:gt.blockores.2:1, Antimony Ore
gregtech:gt.blockores.2:2, Antimony Ore
gregtech:gt.blockores.2:3, Antimony Ore
gregtech:gt.blockores.2:4, Antimony Ore
gregtech:gt.blockores.2:5, Antimony Ore
gregtech:gt.blockores.2:6, Antimony Ore
gregtech:gt.blockores.2:7, Arsenic Ore
gregtech:gt.blockores.2:8, Arsenic Ore
gregtech:gt.blockores.2:9, Arsenic Ore
gregtech:gt.blockores.2:10, Arsenic Ore
gregtech:gt.blockores.2:11, Arsenic Ore
gregtech:gt.blockores.2:12, Arsenic Ore
gregtech:gt.blockores.2:13, Arsenic Ore
gregtech:gt.blockores.3:0, Small Antimony Ore
gregtech:gt.blockores.3:1, Small Antimony Ore
gregtech:gt.blockores.3:2, Small Antimony Ore
gregtech:gt.blockores.3:3, Small Antimony Ore
gregtech:gt.blockores.3:4, Small Antimony Ore
gregtech:gt.blockores.3:5, Small Antimony Ore
gregtech:gt.blockores.3:6, Small Antimony Ore
gregtech:gt.blockores.3:7, Small Arsenic Ore
gregtech:gt.blockores.3:8, Small Arsenic Ore
gregtech:gt.blockores.3:9, Small Arsenic Ore
gregtech:gt.blockores.3:10, Small Arsenic Ore
gregtech:gt.blockores.3:11, Small Arsenic Ore
gregtech:gt.blockores.3:12, Small Arsenic Ore
gregtech:gt.blockores.3:13, Small Arsenic Ore
gregtech:gt.blockores.4:0, Barium Ore
gregtech:gt.blockores.4:1, Barium Ore
gregtech:gt.blockores.4:2, Barium Ore
gregtech:gt.blockores.4:3, Barium Ore
gregtech:gt.blockores.4:4, Barium Ore
gregtech:gt.blockores.4:5, Barium Ore
gregtech:gt.blockores.4:6, Barium Ore
gregtech:gt.blockores.4:7, Beryllium Ore
gregtech:gt.blockores.4:8, Beryllium Ore
gregtech:gt.blockores.4:9, Beryllium Ore
gregtech:gt.blockores.4:10, Beryllium Ore
gregtech:gt.blockores.4:11, Beryllium Ore
gregtech:gt.blockores.4:12, Beryllium Ore
gregtech:gt.blockores.4:13, Beryllium Ore
gregtech:gt.blockores.5:0, Small Barium Ore
gregtech:gt.blockores.5:1, Small Barium Ore
gregtech:gt.blockores.5:2, Small Barium Ore
gregtech:gt.blockores.5:3, Small Barium Ore
gregtech:gt.blockores.5:4, Small Barium Ore
gregtech:gt.blockores.5:5, Small Barium Ore
gregtech:gt.blockores.5:6, Small Barium Ore
gregtech:gt.blockores.5:7, Small Beryllium Ore
gregtech:gt.blockores.5:8, Small Beryllium Ore
gregtech:gt.blockores.5:9, Small Beryllium Ore
gregtech:gt.blockores.5:10, Small Beryllium Ore
gregtech:gt.blockores.5:11, Small Beryllium Ore
gregtech:gt.blockores.5:12, Small Beryllium Ore
gregtech:gt.blockores.5:13, Small Beryllium Ore
gregtech:gt.blockores.6:0, Bismuth Ore
gregtech:gt.blockores.6:1, Bismuth Ore
gregtech:gt.blockores.6:2, Bismuth Ore
gregtech:gt.blockores.6:3, Bismuth Ore
gregtech:gt.blockores.6:4, Bismuth Ore
gregtech:gt.blockores.6:5, Bismuth Ore
gregtech:gt.blockores.6:6, Bismuth Ore
gregtech:gt.blockores.6:7, Boron Ore
gregtech:gt.blockores.6:8, Boron Ore
gregtech:gt.blockores.6:9, Boron Ore
gregtech:gt.blockores.6:10, Boron Ore
gregtech:gt.blockores.6:11, Boron Ore
gregtech:gt.blockores.6:12, Boron Ore
gregtech:gt.blockores.6:13, Boron Ore
gregtech:gt.blockores.7:0, Small Bismuth Ore
gregtech:gt.blockores.7:1, Small Bismuth Ore
gregtech:gt.blockores.7:2, Small Bismuth Ore
gregtech:gt.blockores.7:3, Small Bismuth Ore
gregtech:gt.blockores.7:4, Small Bismuth Ore
gregtech:gt.blockores.7:5, Small Bismuth Ore
gregtech:gt.blockores.7:6, Small Bismuth Ore
gregtech:gt.blockores.7:7, Small Boron Ore
gregtech:gt.blockores.7:8, Small Boron Ore
gregtech:gt.blockores.7:9, Small Boron Ore
gregtech:gt.blockores.7:10, Small Boron Ore
gregtech:gt.blockores.7:11, Small Boron Ore
gregtech:gt.blockores.7:12, Small Boron Ore
gregtech:gt.blockores.7:13, Small Boron Ore
gregtech:gt.blockores.8:0, Caesium Ore
gregtech:gt.blockores.8:1, Caesium Ore
gregtech:gt.blockores.8:2, Caesium Ore
gregtech:gt.blockores.8:3, Caesium Ore
gregtech:gt.blockores.8:4, Caesium Ore
gregtech:gt.blockores.8:5, Caesium Ore
gregtech:gt.blockores.8:6, Caesium Ore
gregtech:gt.blockores.8:7, Cadmium Ore
gregtech:gt.blockores.8:8, Cadmium Ore
gregtech:gt.blockores.8:9, Cadmium Ore
gregtech:gt.blockores.8:10, Cadmium Ore
gregtech:gt.blockores.8:11, Cadmium Ore
gregtech:gt.blockores.8:12, Cadmium Ore
gregtech:gt.blockores.8:13, Cadmium Ore
gregtech:gt.blockores.9:0, Small Caesium Ore
gregtech:gt.blockores.9:1, Small Caesium Ore
gregtech:gt.blockores.9:2, Small Caesium Ore
gregtech:gt.blockores.9:3, Small Caesium Ore
gregtech:gt.blockores.9:4, Small Caesium Ore
gregtech:gt.blockores.9:5, Small Caesium Ore
gregtech:gt.blockores.9:6, Small Caesium Ore
gregtech:gt.blockores.9:7, Small Cadmium Ore
gregtech:gt.blockores.9:8, Small Cadmium Ore
gregtech:gt.blockores.9:9, Small Cadmium Ore
gregtech:gt.blockores.9:10, Small Cadmium Ore
gregtech:gt.blockores.9:11, Small Cadmium Ore
gregtech:gt.blockores.9:12, Small Cadmium Ore
gregtech:gt.blockores.9:13, Small Cadmium Ore
gregtech:gt.blockores.10:0, Cerium Ore
gregtech:gt.blockores.10:1, Cerium Ore
gregtech:gt.blockores.10:2, Cerium Ore
gregtech:gt.blockores.10:3, Cerium Ore
gregtech:gt.blockores.10:4, Cerium Ore
gregtech:gt.blockores.10:5, Cerium Ore
gregtech:gt.blockores.10:6, Cerium Ore
gregtech:gt.blockores.10:7, Chrome Ore
gregtech:gt.blockores.10:8, Chrome Ore
gregtech:gt.blockores.10:9, Chrome Ore
gregtech:gt.blockores.10:10, Chrome Ore
gregtech:gt.blockores.10:11, Chrome Ore
gregtech:gt.blockores.10:12, Chrome Ore
gregtech:gt.blockores.10:13, Chrome Ore
gregtech:gt.blockores.11:0, Small Cerium Ore
gregtech:gt.blockores.11:1, Small Cerium Ore
gregtech:gt.blockores.11:2, Small Cerium Ore
gregtech:gt.blockores.11:3, Small Cerium Ore
gregtech:gt.blockores.11:4, Small Cerium Ore
gregtech:gt.blockores.11:5, Small Cerium Ore
gregtech:gt.blockores.11:6, Small Cerium Ore
gregtech:gt.blockores.11:7, Small Chrome Ore
gregtech:gt.blockores.11:8, Small Chrome Ore
gregtech:gt.blockores.11:9, Small Chrome Ore
gregtech:gt.blockores.11:10, Small Chrome Ore
gregtech:gt.blockores.11:11, Small Chrome Ore
gregtech:gt.blockores.11:12, Small Chrome Ore
gregtech:gt.blockores.11:13, Small Chrome Ore
gregtech:gt.blockores.12:0, Cobalt Ore
gregtech:gt.blockores.12:1, Cobalt Ore
gregtech:gt.blockores.12:2, Cobalt Ore
gregtech:gt.blockores.12:3, Cobalt Ore
gregtech:gt.blockores.12:4, Cobalt Ore
gregtech:gt.blockores.12:5, Cobalt Ore
gregtech:gt.blockores.12:6, Cobalt Ore
gregtech:gt.blockores.12:7, Copper Ore
gregtech:gt.blockores.12:8, Copper Ore
gregtech:gt.blockores.12:9, Copper Ore
gregtech:gt.blockores.12:10, Copper Ore
gregtech:gt.blockores.12:11, Copper Ore
gregtech:gt.blockores.12:12, Copper Ore
gregtech:gt.blockores.12:13, Copper Ore
gregtech:gt.blockores.13:0, Small Cobalt Ore
gregtech:gt.blockores.13:1, Small Cobalt Ore
gregtech:gt.blockores.13:2, Small Cobalt Ore
gregtech:gt.blockores.13:3, Small Cobalt Ore
gregtech:gt.blockores.13:4, Small Cobalt Ore
gregtech:gt.blockores.13:5, Small Cobalt Ore
gregtech:gt.blockores.13:6, Small Cobalt Ore
gregtech:gt.blockores.13:7, Small Copper Ore
gregtech:gt.blockores.13:8, Small Copper Ore
gregtech:gt.blockores.13:9, Small Copper Ore
gregtech:gt.blockores.13:10, Small Copper Ore
gregtech:gt.blockores.13:11, Small Copper Ore
gregtech:gt.blockores.13:12, Small Copper Ore
gregtech:gt.blockores.13:13, Small Copper Ore
gregtech:gt.blockores.14:0, Dysprosium Ore
gregtech:gt.blockores.14:1, Dysprosium Ore
gregtech:gt.blockores.14:2, Dysprosium Ore
gregtech:gt.blockores.14:3, Dysprosium Ore
gregtech:gt.blockores.14:4, Dysprosium Ore
gregtech:gt.blockores.14:5, Dysprosium Ore
gregtech:gt.blockores.14:6, Dysprosium Ore
gregtech:gt.blockores.14:7, Erbium Ore
gregtech:gt.blockores.14:8, Erbium Ore
gregtech:gt.blockores.14:9, Erbium Ore
gregtech:gt.blockores.14:10, Erbium Ore
gregtech:gt.blockores.14:11, Erbium Ore
gregtech:gt.blockores.14:12, Erbium Ore
gregtech:gt.blockores.14:13, Erbium Ore
gregtech:gt.blockores.15:0, Small Dysprosium Ore
gregtech:gt.blockores.15:1, Small Dysprosium Ore
gregtech:gt.blockores.15:2, Small Dysprosium Ore
gregtech:gt.blockores.15:3, Small Dysprosium Ore
gregtech:gt.blockores.15:4, Small Dysprosium Ore
gregtech:gt.blockores.15:5, Small Dysprosium Ore
gregtech:gt.blockores.15:6, Small Dysprosium Ore
gregtech:gt.blockores.15:7, Small Erbium Ore
gregtech:gt.blockores.15:8, Small Erbium Ore
gregtech:gt.blockores.15:9, Small Erbium Ore
gregtech:gt.blockores.15:10, Small Erbium Ore
gregtech:gt.blockores.15:11, Small Erbium Ore
gregtech:gt.blockores.15:12, Small Erbium Ore
gregtech:gt.blockores.15:13, Small Erbium Ore
gregtech:gt.blockores.16:0, Europium Ore
gregtech:gt.blockores.16:1, Europium Ore
gregtech:gt.blockores.16:2, Europium Ore
gregtech:gt.blockores.16:3, Europium Ore
gregtech:gt.blockores.16:4, Europium Ore
gregtech:gt.blockores.16:5, Europium Ore
gregtech:gt.blockores.16:6, Europium Ore
gregtech:gt.blockores.16:7, Gadolinium Ore
gregtech:gt.blockores.16:8, Gadolinium Ore
gregtech:gt.blockores.16:9, Gadolinium Ore
gregtech:gt.blockores.16:10, Gadolinium Ore
gregtech:gt.blockores.16:11, Gadolinium Ore
gregtech:gt.blockores.16:12, Gadolinium Ore
gregtech:gt.blockores.16:13, Gadolinium Ore
gregtech:gt.blockores.17:0, Small Europium Ore
gregtech:gt.blockores.17:1, Small Europium Ore
gregtech:gt.blockores.17:2, Small Europium Ore
gregtech:gt.blockores.17:3, Small Europium Ore
gregtech:gt.blockores.17:4, Small Europium Ore
gregtech:gt.blockores.17:5, Small Europium Ore
gregtech:gt.blockores.17:6, Small Europium Ore
gregtech:gt.blockores.17:7, Small Gadolinium Ore
gregtech:gt.blockores.17:8, Small Gadolinium Ore
gregtech:gt.blockores.17:9, Small Gadolinium Ore
gregtech:gt.blockores.17:10, Small Gadolinium Ore
gregtech:gt.blockores.17:11, Small Gadolinium Ore
gregtech:gt.blockores.17:12, Small Gadolinium Ore
gregtech:gt.blockores.17:13, Small Gadolinium Ore
gregtech:gt.blockores.18:0, Gallium Ore
gregtech:gt.blockores.18:1, Gallium Ore
gregtech:gt.blockores.18:2, Gallium Ore
gregtech:gt.blockores.18:3, Gallium Ore
gregtech:gt.blockores.18:4, Gallium Ore
gregtech:gt.blockores.18:5, Gallium Ore
gregtech:gt.blockores.18:6, Gallium Ore
gregtech:gt.blockores.18:7, Gold Ore
gregtech:gt.blockores.18:8, Gold Ore
gregtech:gt.blockores.18:9, Gold Ore
gregtech:gt.blockores.18:10, Gold Ore
gregtech:gt.blockores.18:11, Gold Ore
gregtech:gt.blockores.18:12, Gold Ore
gregtech:gt.blockores.18:13, Gold Ore
gregtech:gt.blockores.19:0, Small Gallium Ore
gregtech:gt.blockores.19:1, Small Gallium Ore
gregtech:gt.blockores.19:2, Small Gallium Ore
gregtech:gt.blockores.19:3, Small Gallium Ore
gregtech:gt.blockores.19:4, Small Gallium Ore
gregtech:gt.blockores.19:5, Small Gallium Ore
gregtech:gt.blockores.19:6, Small Gallium Ore
gregtech:gt.blockores.19:7, Small Gold Ore
gregtech:gt.blockores.19:8, Small Gold Ore
gregtech:gt.blockores.19:9, Small Gold Ore
gregtech:gt.blockores.19:10, Small Gold Ore
gregtech:gt.blockores.19:11, Small Gold Ore
gregtech:gt.blockores.19:12, Small Gold Ore
gregtech:gt.blockores.19:13, Small Gold Ore
gregtech:gt.blockores.20:0, Holmium Ore
gregtech:gt.blockores.20:1, Holmium Ore
gregtech:gt.blockores.20:2, Holmium Ore
gregtech:gt.blockores.20:3, Holmium Ore
gregtech:gt.blockores.20:4, Holmium Ore
gregtech:gt.blockores.20:5, Holmium Ore
gregtech:gt.blockores.20:6, Holmium Ore
gregtech:gt.blockores.20:7, Indium Ore
gregtech:gt.blockores.20:8, Indium Ore
gregtech:gt.blockores.20:9, Indium Ore
gregtech:gt.blockores.20:10, Indium Ore
gregtech:gt.blockores.20:11, Indium Ore
gregtech:gt.blockores.20:12, Indium Ore
gregtech:gt.blockores.20:13, Indium Ore
gregtech:gt.blockores.21:0, Small Holmium Ore
gregtech:gt.blockores.21:1, Small Holmium Ore
gregtech:gt.blockores.21:2, Small Holmium Ore
gregtech:gt.blockores.21:3, Small Holmium Ore
gregtech:gt.blockores.21:4, Small Holmium Ore
gregtech:gt.blockores.21:5, Small Holmium Ore
gregtech:gt.blockores.21:6, Small Holmium Ore
gregtech:gt.blockores.21:7, Small Indium Ore
gregtech:gt.blockores.21:8, Small Indium Ore
gregtech:gt.blockores.21:9, Small Indium Ore
gregtech:gt.blockores.21:10, Small Indium Ore
gregtech:gt.blockores.21:11, Small Indium Ore
gregtech:gt.blockores.21:12, Small Indium Ore
gregtech:gt.blockores.21:13, Small Indium Ore
gregtech:gt.blockores.22:0, Iridium Ore
gregtech:gt.blockores.22:1, Iridium Ore
gregtech:gt.blockores.22:2, Iridium Ore
gregtech:gt.blockores.22:3, Iridium Ore
gregtech:gt.blockores.22:4, Iridium Ore
gregtech:gt.blockores.22:5, Iridium Ore
gregtech:gt.blockores.22:6, Iridium Ore
gregtech:gt.blockores.22:7, Iron Ore
gregtech:gt.blockores.22:8, Iron Ore
gregtech:gt.blockores.22:9, Iron Ore
gregtech:gt.blockores.22:10, Iron Ore
gregtech:gt.blockores.22:11, Iron Ore
gregtech:gt.blockores.22:12, Iron Ore
gregtech:gt.blockores.22:13, Iron Ore
gregtech:gt.blockores.23:0, Small Iridium Ore
gregtech:gt.blockores.23:1, Small Iridium Ore
gregtech:gt.blockores.23:2, Small Iridium Ore
gregtech:gt.blockores.23:3, Small Iridium Ore
gregtech:gt.blockores.23:4, Small Iridium Ore
gregtech:gt.blockores.23:5, Small Iridium Ore
gregtech:gt.blockores.23:6, Small Iridium Ore
gregtech:gt.blockores.23:7, Small Iron Ore
gregtech:gt.blockores.23:8, Small Iron Ore
gregtech:gt.blockores.23:9, Small Iron Ore
gregtech:gt.blockores.23:10, Small Iron Ore
gregtech:gt.blockores.23:11, Small Iron Ore
gregtech:gt.blockores.23:12, Small Iron Ore
gregtech:gt.blockores.23:13, Small Iron Ore
gregtech:gt.blockores.24:0, Lanthanum Ore
gregtech:gt.blockores.24:1, Lanthanum Ore
gregtech:gt.blockores.24:2, Lanthanum Ore
gregtech:gt.blockores.24:3, Lanthanum Ore
gregtech:gt.blockores.24:4, Lanthanum Ore
gregtech:gt.blockores.24:5, Lanthanum Ore
gregtech:gt.blockores.24:6, Lanthanum Ore
gregtech:gt.blockores.24:7, Lead Ore
gregtech:gt.blockores.24:8, Lead Ore
gregtech:gt.blockores.24:9, Lead Ore
gregtech:gt.blockores.24:10, Lead Ore
gregtech:gt.blockores.24:11, Lead Ore
gregtech:gt.blockores.24:12, Lead Ore
gregtech:gt.blockores.24:13, Lead Ore
gregtech:gt.blockores.25:0, Small Lanthanum Ore
gregtech:gt.blockores.25:1, Small Lanthanum Ore
gregtech:gt.blockores.25:2, Small Lanthanum Ore
gregtech:gt.blockores.25:3, Small Lanthanum Ore
gregtech:gt.blockores.25:4, Small Lanthanum Ore
gregtech:gt.blockores.25:5, Small Lanthanum Ore
gregtech:gt.blockores.25:6, Small Lanthanum Ore
gregtech:gt.blockores.25:7, Small Lead Ore
gregtech:gt.blockores.25:8, Small Lead Ore
gregtech:gt.blockores.25:9, Small Lead Ore
gregtech:gt.blockores.25:10, Small Lead Ore
gregtech:gt.blockores.25:11, Small Lead Ore
gregtech:gt.blockores.25:12, Small Lead Ore
gregtech:gt.blockores.25:13, Small Lead Ore
gregtech:gt.blockores.26:0, Lithium Ore
gregtech:gt.blockores.26:1, Lithium Ore
gregtech:gt.blockores.26:2, Lithium Ore
gregtech:gt.blockores.26:3, Lithium Ore
gregtech:gt.blockores.26:4, Lithium Ore
gregtech:gt.blockores.26:5, Lithium Ore
gregtech:gt.blockores.26:6, Lithium Ore
gregtech:gt.blockores.26:7, Lutetium Ore
gregtech:gt.blockores.26:8, Lutetium Ore
gregtech:gt.blockores.26:9, Lutetium Ore
gregtech:gt.blockores.26:10, Lutetium Ore
gregtech:gt.blockores.26:11, Lutetium Ore
gregtech:gt.blockores.26:12, Lutetium Ore
gregtech:gt.blockores.26:13, Lutetium Ore
gregtech:gt.blockores.27:0, Small Lithium Ore
gregtech:gt.blockores.27:1, Small Lithium Ore
gregtech:gt.blockores.27:2, Small Lithium Ore
gregtech:gt.blockores.27:3, Small Lithium Ore
gregtech:gt.blockores.27:4, Small Lithium Ore
gregtech:gt.blockores.27:5, Small Lithium Ore
gregtech:gt.blockores.27:6, Small Lithium Ore
gregtech:gt.blockores.27:7, Small Lutetium Ore
gregtech:gt.blockores.27:8, Small Lutetium Ore
gregtech:gt.blockores.27:9, Small Lutetium Ore
gregtech:gt.blockores.27:10, Small Lutetium Ore
gregtech:gt.blockores.27:11, Small Lutetium Ore
gregtech:gt.blockores.27:12, Small Lutetium Ore
gregtech:gt.blockores.27:13, Small Lutetium Ore
gregtech:gt.blockores.28:0, Magnesium Ore
gregtech:gt.blockores.28:1, Magnesium Ore
gregtech:gt.blockores.28:2, Magnesium Ore
gregtech:gt.blockores.28:3, Magnesium Ore
gregtech:gt.blockores.28:4, Magnesium Ore
gregtech:gt.blockores.28:5, Magnesium Ore
gregtech:gt.blockores.28:6, Magnesium Ore
gregtech:gt.blockores.28:7, Manganese Ore
gregtech:gt.blockores.28:8, Manganese Ore
gregtech:gt.blockores.28:9, Manganese Ore
gregtech:gt.blockores.28:10, Manganese Ore
gregtech:gt.blockores.28:11, Manganese Ore
gregtech:gt.blockores.28:12, Manganese Ore
gregtech:gt.blockores.28:13, Manganese Ore
gregtech:gt.blockores.29:0, Small Magnesium Ore
gregtech:gt.blockores.29:1, Small Magnesium Ore
gregtech:gt.blockores.29:2, Small Magnesium Ore
gregtech:gt.blockores.29:3, Small Magnesium Ore
gregtech:gt.blockores.29:4, Small Magnesium Ore
gregtech:gt.blockores.29:5, Small Magnesium Ore
gregtech:gt.blockores.29:6, Small Magnesium Ore
gregtech:gt.blockores.29:7, Small Manganese Ore
gregtech:gt.blockores.29:8, Small Manganese Ore
gregtech:gt.blockores.29:9, Small Manganese Ore
gregtech:gt.blockores.29:10, Small Manganese Ore
gregtech:gt.blockores.29:11, Small Manganese Ore
gregtech:gt.blockores.29:12, Small Manganese Ore
gregtech:gt.blockores.29:13, Small Manganese Ore
gregtech:gt.blockores.30:0, Molybdenum Ore
gregtech:gt.blockores.30:1, Molybdenum Ore
gregtech:gt.blockores.30:2, Molybdenum Ore
gregtech:gt.blockores.30:3, Molybdenum Ore
gregtech:gt.blockores.30:4, Molybdenum Ore
gregtech:gt.blockores.30:5, Molybdenum Ore
gregtech:gt.blockores.30:6, Molybdenum Ore
gregtech:gt.blockores.30:7, Neodymium Ore
gregtech:gt.blockores.30:8, Neodymium Ore
gregtech:gt.blockores.30:9, Neodymium Ore
gregtech:gt.blockores.30:10, Neodymium Ore
gregtech:gt.blockores.30:11, Neodymium Ore
gregtech:gt.blockores.30:12, Neodymium Ore
gregtech:gt.blockores.30:13, Neodymium Ore
gregtech:gt.blockores.31:0, Small Molybdenum Ore
gregtech:gt.blockores.31:1, Small Molybdenum Ore
gregtech:gt.blockores.31:2, Small Molybdenum Ore
gregtech:gt.blockores.31:3, Small Molybdenum Ore
gregtech:gt.blockores.31:4, Small Molybdenum Ore
gregtech:gt.blockores.31:5, Small Molybdenum Ore
gregtech:gt.blockores.31:6, Small Molybdenum Ore
gregtech:gt.blockores.31:7, Small Neodymium Ore
gregtech:gt.blockores.31:8, Small Neodymium Ore
gregtech:gt.blockores.31:9, Small Neodymium Ore
gregtech:gt.blockores.31:10, Small Neodymium Ore
gregtech:gt.blockores.31:11, Small Neodymium Ore
gregtech:gt.blockores.31:12, Small Neodymium Ore
gregtech:gt.blockores.31:13, Small Neodymium Ore
gregtech:gt.blockores.32:0, Neutronium Ore
gregtech:gt.blockores.32:1, Neutronium Ore
gregtech:gt.blockores.32:2, Neutronium Ore
gregtech:gt.blockores.32:3, Neutronium Ore
gregtech:gt.blockores.32:4, Neutronium Ore
gregtech:gt.blockores.32:5, Neutronium Ore
gregtech:gt.blockores.32:6, Neutronium Ore
